nome_cliente;date;alunos_ativos;total_em_recibo_venda;total_em_recebiveis;total_valor_cartao_credito_maquina;total_valor_cartao_credito_recorrencia;total_conta_pagar
ESTÚDIO PERSONALE;2020/07;86;20100;33668;15294;0;5417
CROSSFIT SCAR;2020/07;88;16339;16067;2098;7330;0
Studio Rafael Alvares metodologia de treinamento fisico;2020/07;18;4000;4000;0;0;2815
05 PHD SPORTS - PORTÃO 2983;2020/07;275;18927;20217;1361;15095;5657
STUDIO LABFIT;2020/07;29;20335;19120;0;0;16880
Crossfit IG;2020/07;141;47546;21219;1750;0;0
ESYSP Estudio de Yoga São Paulo;2020/07;54;21949;26448;321;8457;33237
King of Kings CrossFit;2020/07;37;21590;21590;0;0;0
Infante Crossfit;2020/07;61;6996;5701;165;3693;0
Pilates Equipe Atlética;2020/07;1;0;0;0;0;0
ESTIVADORES FRG;2020/07;74;13200;15496;1231;9128;11196
Dynamo 1;2020/07;419;48676;81834;18557;53639;59782
Go fit Academia;2020/07;273;19153;25172;7045;10921;25175
UM CrossFit;2020/07;35;9276;7107;2406;775;3021
Academia Reset;2020/07;90;15187;15187;0;0;10919
Box Cross C3;2020/07;40;10828;9264;304;0;0
MET Treinamento Físico Funcional;2020/07;26;4665;6276;3003;0;4000
Carpe Diem Studio;2020/07;7;200;690;490;0;0
Milhas Assessoria Esportiva;2020/07;73;775;9810;8402;1082;529
CROSSFIT MARINGA;2020/07;190;37980;38625;12365;4669;12817
FONTOURA PERSONAL;2020/07;20;4450;4450;0;0;2542
Crossfit 828;2020/07;51;9609;12274;1711;3399;14775
Studio Wings pole aerials dance;2020/07;34;6659;5600;0;269;14589
Champions Box;2020/07;70;10617;4762;488;2456;499
Personal Place;2020/07;385;30136;38577;15005;5613;6333
Crossfit High Pulse - Linha Verde;2020/07;60;12645;10635;9570;0;13029
Crossfit High Pulse - Maestro;2020/07;61;8828;11525;4199;3876;13067
Red Dança e Comportamento;2020/07;25;6755;6843;1402;1158;8225
Eleven Fit;2020/07;550;23060;31141;8220;10993;30479
CFT OLYMPUS;2020/07;15;7887;4450;537;905;0
UNIDADE 2 ALMIRANTE;2020/07;254;16517;20927;13665;1882;0
ESTUDIO MAIS PILATES;2020/07;25;4922;7243;2025;307;0
Top Fit Saúde e Performance;2020/07;39;4229;4229;0;0;0
Touros Fit;2020/07;59;10945;10409;185;3187;0
Cross Health Treinamento Especializado;2020/07;81;18009;18903;1983;0;11872
Hatha Vinyasa Yoga por Camila Reitz;2020/07;62;13172;12686;1065;6016;7971
P1 Fitness Center;2020/07;513;43055;47290;6392;18627;45762
CrossFit Congonhas;2020/07;100;9382;9382;0;0;0
Marhaba Dança;2020/07;42;8378;9775;0;7041;4260
Crossfit High Pulse - Araucária;2020/07;82;12190;14861;3884;7143;0
Crossfit High Pulse - Alphaville;2020/07;77;6852;7627;1135;0;0
Hora Fitness;2020/07;85;11115;15812;4637;0;0
Brooklyn Functional GYM;2020/07;13;749;4280;2630;899;0
NAXOS TRAINING;2020/07;62;1290;3931;3155;0;0
Brutu´s Cross training;2020/07;35;4173;4145;0;0;3300
HEAD COACH;2020/07;74;8160;8160;0;0;5144
Fisioprev personal;2020/07;8;12160;22717;0;695;5240
Crossfit Iracema;2020/07;57;17983;17744;7656;801;0
Crossfit High Pulse - Guarapuava;2020/07;164;38495;35808;8100;12581;33296
CrossFit Selvagem;2020/07;7;686;955;0;269;0
ASSOCIAÇÃO ATLÉTICA COOPAVEL;2020/07;70;833;818;0;0;0
Crossfit estrada Real;2020/07;29;4662;5397;735;0;18623
Roma Academia;2020/07;67;4264;3880;251;0;1302
Crossfit Osasco;2020/07;78;20395;21550;0;3885;0
AdarshaYoga;2020/07;21;6574;6455;0;6455;0
On Brasilia;2020/07;19;0;4698;4698;0;0
STUDIO TELMA MENEZES Studio 2;2020/07;132;40600;37509;9486;0;32300
Crossfit High Pulse - Paranaguá;2020/07;58;3540;6247;5070;0;10439
sparta cross;2020/07;43;15474;15033;1518;0;0
CrossFit Friburgo;2020/07;55;18222;23959;8092;0;46964
INOVE ACADEMIA;2020/07;167;19307;18601;846;0;18218
Lucas Silva Personal Trainer e Coach de emagrecimento;2020/07;8;3332;3296;0;0;0
CROSSFIT BLACK HOUSE;2020/07;157;31815;34054;3027;25244;802
Box Aeroporto - Marília;2020/07;56;6984;6923;1643;2139;0
CrossFit RedCore;2020/07;115;15572;14719;2247;3453;17409
UPLAY FITNESS - MARINGÁ;2020/07;870;50376;65677;11798;44959;57460
Gabriel Graciani;2020/07;18;0;1721;0;0;0
Mutação Crossfit;2020/07;89;12440;15406;6829;240;14244
Taurus Box;2020/07;62;10860;12822;2108;4534;0
Crossfute;2020/07;68;13589;13826;12374;0;0
STUDIO 1;2020/07;24;4104;4104;0;0;0
Vassalos CrossFit;2020/07;32;3471;5866;269;4809;1629
Polar Fit Club;2020/07;106;12934;11945;0;6339;14036
X-RUN Team;2020/07;53;7948;9688;0;0;11312
Arena Sparta;2020/07;0;0;0;;;0
CrossFit Pinheiros;2020/07;56;16020;16954;972;7920;0
Parque 7788 CrossFit;2020/07;40;5470;17945;12475;0;0
CrossFit Vivá;2020/07;35;20666;10714;1290;0;12207
Academia Aperfeisuando;2020/07;121;12365;11232;680;0;0
Zaganelli jiu-jitsu Vitoria -ES;2020/07;38;3576;3909;333;0;130
Crossfit High Pulse - Irati;2020/07;67;8505;6243;3078;0;0
CrossFit Kruger;2020/07;46;11888;9776;214;8149;17654
CT Malvadeza;2020/07;99;11328;11328;0;0;0
CrossFit Brusque;2020/07;163;19187;18709;12677;0;0
Crossfit Piracicaba;2020/07;206;12722;38430;29065;4234;22209
CROSSFIT BUTANTA;2020/07;97;33800;35622;0;6395;0
LIQUID ONE;2020/07;15;1864;1661;0;1661;2080
CrossFit GU Gama;2020/07;170;42311;25004;5837;154;0
LACQUA;2020/07;4;255;255;0;0;0
META TREINE;2020/07;31;7555;7400;0;0;0
Cia Fit;2020/07;41;900;2065;1165;0;0
Crossfit Bars N Rings;2020/07;47;9972;9868;288;8884;23330
Allinea Pilates;2020/07;64;31278;24613;0;0;3772
Champion Training;2020/07;15;2580;2580;0;0;0
Stone fit centro de treinamento;2020/07;10;4080;4080;0;0;0
CF Betterlife;2020/07;26;3640;3640;0;0;0
UBKN FITNESS;2020/07;10;1960;2130;170;0;0
Espaço Vibre;2020/07;272;65872;103414;29;30;135935
CrossFit Gade;2020/07;44;13232;13377;0;0;0
Rústica;2020/07;38;10743;10496;983;2932;13014
Ct Energia Thai Leonardo Team;2020/07;31;4070;4070;0;0;0
CH TRAINING BOX;2020/07;103;23855;23855;0;0;3705
Life+ Cross Training;2020/07;33;4960;4752;1064;0;0
CT VIKINGS BOX 01;2020/07;1;0;0;0;0;0
3050 CrossFit;2020/07;123;40475;35921;682;30026;0
Vida Ativa Oficina de Saúde;2020/07;48;5470;7218;2858;0;1227
RITMEI CAMBUI;2020/07;71;8039;19448;6203;7745;12668
Empire Training;2020/07;66;5005;5005;0;0;0
RTF Studio;2020/07;28;6707;6707;0;0;3367
HM PERSONAL STUDIO;2020/07;37;9786;6385;2048;990;2056
Funcional Academia Personalizada;2020/07;40;8776;12412;7970;0;11423
4ALL Gym & Wellness;2020/07;168;9731;11914;3323;0;4302
Crossfit Pumawari;2020/07;25;10199;6275;6045;0;0
Olímpia Fitness;2020/07;210;26441;24522;0;19516;27670
IAR CROSS TRAINING;2020/07;54;2053;4270;2293;432;2500
BOX Full Energy - Treinamento Funcional e Nutrição;2020/07;31;2189;4293;3158;0;0
Dojo Fight;2020/07;3;0;0;0;0;3341
Bôtos GYM - Piúma;2020/07;202;25717;15833;196;1072;13290
CrossFit 567 - Campeche;2020/07;84;31425;21509;13693;214;10468
Bini Sports & Escola Coxa;2020/07;55;2012;2606;0;2336;291
CFJF2;2020/07;49;1323;11624;6295;0;7056
DRAIOHN TREINAMENTO FÍSICO FUNCIONAL;2020/07;43;11782;13755;2564;0;279
K2 Trindade;2020/07;25;6375;6079;0;4276;3578
Fullife Treinamento Físico Personalizado;2020/07;37;7750;7750;0;0;0
Brave Community Fitness;2020/07;43;5384;14384;7355;0;182
TUDORS CROSSFIT E LANCHONETE LTDA;2020/07;152;37898;35221;285;27593;68805
Studio Cross- Unidade 02;2020/07;14;3649;1926;1334;0;0
Santa Fé Team;2020/07;79;9840;10304;858;3074;380
Morada Fitness;2020/07;72;14082;7952;150;0;0
Academia Body Fit - Unidade 3;2020/07;7;70;341;201;140;0
Cross Nutrition Box PedroMoro;2020/07;72;1759;2650;0;1530;0
CrossFit Blessed;2020/07;44;14972;12937;4987;0;466
Vigor Trainer;2020/07;10;1537;1688;151;0;121
FITNESS CARE - BEM ESTAR;2020/07;17;739;3492;2154;0;0
CrossFit Equifavela;2020/07;54;9712;13848;3216;7181;15569
crossfit agreste;2020/07;25;3686;4421;190;4231;0
Iron Cross;2020/07;87;16798;16822;1648;4901;304
Crossfit Campo Belo;2020/07;163;48628;24847;9429;8382;0
CROSSFIT UBERABA;2020/07;11;160;1537;580;957;20393
ACADEMIA LIDER DE ARTES;2020/07;428;34937;35840;10786;0;505
Academia Total Gym;2020/07;43;3970;6385;360;0;0
Ana Elena Pole Dance;2020/07;7;2097;2299;931;0;2679
villarinho treinamentos esportivos ltda;2020/07;106;23706;23017;0;732;4008
CrossFit 035;2020/07;107;16865;17829;2926;3865;20552
CrossFit Saquarema;2020/07;29;5813;5809;0;0;0
Studio Edu Castor - Treinamento Funcional Personalizado;2020/07;9;8992;9823;952;0;5753
Base Natal;2020/07;165;27752;24866;7951;0;9745
SuperForce Cristo;2020/07;146;33012;30900;2001;25548;26559
Pole House Studio;2020/07;31;5276;5076;0;0;0
MARCOS MAGGIO;2020/07;13;7567;7519;0;0;0
CrossFit Bel01;2020/07;100;33187;29701;750;21915;5050
Top Pilates;2020/07;75;28011;22507;8204;0;17600
Crossfit Santarena;2020/07;20;2484;4134;0;3557;5315
4024;2020/07;0;0;0;;;
08 PHD SPORTS - FAZENDINHA 4025;2020/07;284;18955;23825;1671;20492;4801
Companhia do Corpo Academia;2020/07;511;37872;56128;20358;16924;43971
Box Arena;2020/07;162;19377;19079;1624;1911;11526
UNIKA CROSSFIT;2020/07;81;18691;18483;0;0;0
Crossfit Itajuba;2020/07;24;0;4216;0;0;6048
Exclusive Compact Gym;2020/07;0;0;0;;;
A1 BOX;2020/07;14;3939;3762;0;382;0
CROSS TRAINING CORPUS;2020/07;101;14173;13898;0;1665;0
5143 CrossFit;2020/07;49;874;866;0;0;0
Crossfit VOLT;2020/07;33;906;6034;3855;0;0
Zaki Crossfit;2020/07;12;2805;2624;324;0;2533
MOVFISIO SAÚDE INTEGRATIVA;2020/07;62;27039;27963;10478;0;35025
SUPERFORCE CROSSFIT TRES FIGUEIRAS;2020/07;62;18917;27162;11252;10321;13514
Wol Pilates Lago Norte;2020/07;88;31156;32223;0;18741;38983
Just Life Clinica de Atividade Física;2020/07;59;7873;9394;3448;0;0
TOP WOD;2020/07;68;6549;6549;0;0;0
ACADEMIA IN CORPORE;2020/07;176;19617;19623;3993;5079;3945
Fit and SPA by Shishindo;2020/07;26;1386;3972;2227;885;3114
OZ Jiu Jitsu;2020/07;5;178;342;0;342;1152
Capital do Remo;2020/07;79;24309;9931;3049;711;11528
Cross Pato;2020/07;124;23504;18455;3408;5966;18484
VERITAS CORPO E MENTE;2020/07;41;380;8695;7415;0;0
CrossFit Perdizes;2020/07;40;13545;12267;360;3891;0
Hangar 193 CrossFit;2020/07;206;148953;16194;6693;0;0
Panzeri Fitness;2020/07;15;3923;3923;0;0;0
Cross Nutrition Jundiaí;2020/07;40;1359;2582;1242;1339;0
HT Funcional;2020/07;34;6880;4163;491;1416;4372
Balance Academia de Dança e Luta;2020/07;23;1219;3100;0;3100;2291
Estúdio de Dança DBM;2020/07;27;3470;3491;0;491;6326
Living for CrossFit;2020/07;46;14472;9221;6200;0;14380
Cia da Água;2020/07;25;6206;9928;1333;0;51644
30 PHD SPORTS - Picheth;2020/07;29;1069;529;0;0;4045
D45 Fitness;2020/07;0;0;20;20;0;786
Telmo Nascimento Jiu Jitsu;2020/07;1;0;0;0;0;0
Studio Marcel Duarte;2020/07;2;2764;2764;0;0;0
Connect - Maringá;2020/07;113;22430;66532;22548;0;85478
Lajaica Centro de Treinamento;2020/07;143;15557;14281;3111;6642;0
PILATES HOUSE;2020/07;11;0;3751;3751;0;3630
12 PHD SPORTS - XAXIM 4337;2020/07;515;28531;38212;624;35619;10001
Bôto's Gym Iconha;2020/07;0;0;0;0;0;1966
Bôto's Gym Anchieta;2020/07;97;9002;4425;0;534;6616
CAVALEIROS CROSSFIT;2020/07;158;7750;22679;3956;7912;0
estacao fitnes;2020/07;0;0;0;0;0;0
Cave Wolf Box;2020/07;32;16385;16385;0;0;0
OUROFIT;2020/07;125;48808;47364;12272;0;0
Village BT;2020/07;27;8240;6268;428;2080;5349
Crossfit Kahuna;2020/07;69;28461;24746;366;19400;0
Studio Cross 7 Assessoria Esportiva;2020/07;12;379;469;469;0;0
AK One Fitness;2020/07;82;6515;8296;1042;5499;0
Studio Fitclass Personal Trainer;2020/07;0;3750;3738;0;0;0
Taboão da Serra Crossfit/Gracie Barra Jiu Jitsu;2020/07;48;18867;14732;1055;0;0
Goatbox Cross Training;2020/07;64;3804;5118;0;4206;0
The Fit Box;2020/07;0;0;0;0;0;0
Box 675;2020/07;9;0;0;0;0;1074
Life cross training Campina Grande do Sul;2020/07;79;10653;8265;4584;0;0
CROSSFIT BLUMENAU;2020/07;363;19315;19315;0;0;0
Box 28;2020/07;36;3903;4647;0;3370;2045
SAUT;2020/07;178;28456;27431;4705;12525;3302
Killer Bees Cabral;2020/07;133;0;8643;8643;0;0
Crossfit MUV;2020/07;157;51204;29954;23947;0;27427
Amaral Natação;2020/07;366;17701;65917;0;0;0
ACADEMIA NEW FIT;2020/07;100;0;3646;3329;0;0
Academia Invictus;2020/07;21;3638;3681;2455;0;6617
CF Caves;2020/07;26;4450;5578;776;1850;426
ACADEMIA GRAN FIT;2020/07;197;9555;9505;2233;0;0
Leo Chamma Treinamento Personalizado;2020/07;26;5630;4285;1728;1157;0
Klippel Fitness;2020/07;63;13599;13091;0;614;10193
Studio FitsYou Academia LTDA ME;2020/07;52;6081;8580;781;2422;7999
FLOW TFI - TREINAMENTO FÍSICO INTEGRADO;2020/07;43;12817;18102;689;1327;23073
BOX Orange;2020/07;45;6115;5590;475;0;0
Fitlife academia;2020/07;314;29543;19716;1079;10613;13513
Academia Endorfit;2020/07;171;19468;18161;2536;0;20512
Academia Best Shape;2020/07;74;6525;6028;671;715;7734
FT TAGUATINGA;2020/07;47;17776;17620;0;0;20487
Pa-Kua São Leopoldo;2020/07;8;793;1150;99;664;155
Agility Treinamento Físico;2020/07;34;6256;6256;0;0;3713
Crossfit Chivunk;2020/07;75;11900;13865;5151;1812;9305
EVOLUÇÃO THAI;2020/07;1;0;0;786;0;0
Gfteam Vitoria;2020/07;0;220;220;0;0;0
Pole Voe Arte e Cultura;2020/07;29;4187;5997;0;4944;0
Cross Araraquara;2020/07;103;10684;12440;5107;2187;0
Rodrigo de Souza Magno Academia ME;2020/07;63;9100;8100;0;0;0
23 PHD SPORTS - TINGUI 4630;2020/07;203;10278;11772;1305;9424;16870
Andre Hauer - Personal Trainer;2020/07;28;24228;24391;0;3438;0
MD Treinamento Funcional;2020/07;48;4966;4930;0;0;0
CrossFit Taura;2020/07;79;21494;30326;8625;17668;0
Cluster - Jardim Mirante;2020/07;46;5774;5864;0;3060;0
Baby Gym Zona Sul Poa;2020/07;0;0;0;0;2090;0
CrossFit Arzo One;2020/07;48;0;0;0;0;0
Ativus;2020/07;61;9585;6978;0;2672;0
Centro de Treinamento Luis Oliveira;2020/07;43;800;3107;1591;1516;2232
Crossfit Itaperuna;2020/07;70;4623;8074;1188;0;6967
ACADEMIA FITNESS CLUB;2020/07;301;9474;25141;14781;7085;51988
Arena Funcional;2020/07;117;30774;29883;12427;0;1764
Dinamus Gym;2020/07;48;4565;4293;1115;644;0
RM Treinamento Fisico Funcional;2020/07;3;0;0;0;0;0
Studio Budokan;2020/07;1;0;0;0;0;15212
Pa-Kua Santa Maria;2020/07;6;1490;1458;0;0;0
Trinus CrossFit;2020/07;48;5894;15144;13972;0;21880
DRYFIT ACADEMIA;2020/07;155;3000;8388;5330;3058;12580
Estúdio Ana Carolina;2020/07;0;0;0;0;0;1200
Swag Complex;2020/07;49;8685;8685;0;0;0
Personal 4U Studio;2020/07;26;12461;10645;655;2559;4183
Studio Movicorpus;2020/07;48;11918;12412;1980;3330;11878
BOX POSEIDON;2020/07;0;0;0;0;0;0
Unidade 1 - Studio de Personal;2020/07;47;10306;7836;4113;0;0
Academia Horizon;2020/07;474;26044;65581;52297;0;0
Cross Lion’s fire;2020/07;96;12297;12297;0;0;0
CROSSFIT Maringa 3 | Imperial;2020/07;65;10713;9644;0;4926;2949
25 PHD SPORTS - PIRAQUARA 4782;2020/07;143;7953;9670;144;7848;279
CrossFit UN5522;2020/07;63;8728;8971;0;2379;12783
Serrinha Cross;2020/07;24;3240;3241;322;1784;769
Studio Fun Training Leblon;2020/07;13;4810;5080;0;5080;15480
Crossfit SFT;2020/07;17;2261;2261;0;0;0
Garça Academia;2020/07;29;0;2124;1454;0;0
Crossfit Moutonnée;2020/07;22;2612;3080;145;844;0
STUDIO CROSS 6;2020/07;21;8201;6242;835;2776;0
RONALDO GERMANO - TREINO FUNCIONAL E PERFORMANCE;2020/07;67;27970;19402;8382;460;399
Box Base 9;2020/07;113;14810;15383;0;6239;0
Cross Iron Box;2020/07;78;16018;7941;120;3882;301
Secret Pole Studio;2020/07;15;2000;1714;0;674;9753
Academia m10;2020/07;125;6387;10365;7790;0;0
4849;2020/07;0;0;0;;;
Performance Studio de Personal Trainer;2020/07;23;6180;6180;0;0;1182
OSP Pocket;2020/07;0;249;561;312;0;0
Diego Damas Personal;2020/07;5;0;0;0;0;0
Baby Gym Unidade Tijuca;2020/07;1;2010;1982;899;0;10195
Espaço movimento Academia fitness;2020/07;733;511;48836;42901;669;23338
RED STORM CROSSFIT;2020/07;137;35088;34523;3175;19515;36200
ACADEMIA MACIEL;2020/07;81;2314;2092;469;0;354
Studio Showa Pilates Funcional;2020/07;19;4320;5219;4044;0;0
Seven Cares Treinamento Personalizado LTDA;2020/07;125;6911;16567;13252;1166;0
35+ Coaching de Bem Estar;2020/07;65;5292;4698;0;4698;0
Alcateia Fight Team;2020/07;34;5220;6435;0;5735;0
CrossFit Tatuapé;2020/07;37;8814;7237;0;4787;0
Raquel Fior Treinamento Personalizado;2020/07;61;16010;15870;6540;0;3304
DBox Academia;2020/07;152;10214;18381;9032;5897;0
Box Skull;2020/07;45;7350;7326;460;0;0
Academia Versatil - Colombo;2020/07;187;13152;19776;8400;3392;194
Metamorfose;2020/07;58;13469;12960;1412;0;22126
CROSS NUTRITION BOX;2020/07;68;8331;7461;154;2175;0
Moovbox Sports Center;2020/07;154;38202;42444;21416;11832;37690
Academia America Fitness;2020/07;101;928;2073;1218;0;14700
MT Cross Training;2020/07;16;2098;1843;0;744;0
Studio Power;2020/07;73;5413;5054;76;2805;523
CrossFit Ouro Branco;2020/07;19;5837;2647;0;0;0
GET UP - Treinamento Físico Funcional;2020/07;45;8967;8967;0;0;0
Centaurus Crossfit;2020/07;75;30417;26001;0;16980;39471
CT MOWIUS;2020/07;138;15445;14399;0;1682;0
CT Matias Fight;2020/07;4;459;538;0;538;1958
Crossfit Implacável Vila da Penha;2020/07;0;15664;15664;2963;0;0
CrossFit On - Araruama;2020/07;46;10267;9992;49;420;10158
CF Ultimate Pirates;2020/07;84;13257;15994;5404;0;0
5065;2020/07;0;0;0;;;
R21 Treinamento Funcional;2020/07;51;6554;8242;269;901;8607
Escola de FuteVolei de Macaé;2020/07;0;0;0;0;0;109
Gibi Academia;2020/07;173;200;10109;9235;0;13523
CT Rancho Fitness;2020/07;25;3773;3485;0;756;0
ACADEMIA BIOFITT;2020/07;407;15951;39725;28385;0;2045
Box021;2020/07;47;7886;7066;250;0;0
Studio818;2020/07;22;6164;11519;0;0;12382
Cross Life Guarulhos;2020/07;48;4188;2906;452;0;1415
FFCT;2020/07;100;15392;15392;4254;6690;17232
CrossFit Volans;2020/07;73;22560;8973;3256;3801;0
Studio Barbara Cruvinel;2020/07;0;413;413;0;0;0
ESTUPIN;2020/07;15;7159;5962;157;1537;5309
Cross Nutrition Box São Pedro;2020/07;12;193;614;0;614;0
Original Team Co.;2020/07;22;4155;3721;363;0;37
Aqua Fit;2020/07;11;4395;4020;85;0;0
P011 LAPA;2020/07;213;57748;54890;1790;35817;52915
Black Falcon;2020/07;70;5070;9933;8422;0;7632
CrossFit Rutilo;2020/07;29;9203;7411;0;5747;14896
Delta Cross Funcional;2020/07;35;6074;7020;421;4130;2555
Academia de Dança Alfa e Ômega;2020/07;3;380;380;0;0;0
PARCÃO ACADEMIA;2020/07;446;49327;33697;23191;0;32417
West Box;2020/07;5;2820;2205;408;0;0
STUDIO KELLI MULLER POLE DANCE;2020/07;48;6344;7745;3395;0;0
Instituto da Dança;2020/07;28;1341;3258;1961;0;0
Movimento Base Studio;2020/07;18;1068;2192;756;1218;0
Body Health;2020/07;156;9858;20916;8757;0;32665
IRON BRUTUS CONSULTORIA ESPORTIVA;2020/07;2;2490;2490;0;0;0
Zaico;2020/07;5;2578;4191;1371;0;0
Workout Factory Box01 - Capitais;2020/07;87;15539;16233;701;10694;1273
Linear Fitness;2020/07;44;6213;6271;0;1381;0
Espaco Vip Studio Personal;2020/07;63;24378;32718;16970;0;0
Sairu Fitness;2020/07;39;2205;2205;0;0;0
Atrium;2020/07;30;8561;6317;180;737;0
Paula Garcia Personal;2020/07;14;5500;9860;0;630;1814
Studioq Pilates e Training;2020/07;68;18148;17226;9731;0;12252
CrossFriends;2020/07;58;13819;18941;1357;0;15918
PATRIOTAS PERFORMANCE TRAINING;2020/07;19;3228;3170;78;0;0
Box Zero12;2020/07;63;10708;7806;2142;0;0
Espaço Ganesh Yoga e Meditação;2020/07;92;2247;9801;7524;0;435
ACADEMIA MEDLEY;2020/07;155;11911;20558;12864;0;4374
CROSS POWER;2020/07;169;26570;26570;0;0;12405
CROSS MILES;2020/07;130;8258;13142;659;9477;0
FITRE;2020/07;28;17738;17738;0;0;15422
Cross Max;2020/07;35;1641;3127;0;3027;0
CF TRAINER;2020/07;29;3321;3321;0;0;0
CrossFit High Pulse - Ponta Grossa;2020/07;94;21250;20946;1217;10918;0
MARIFIT TREINAMENTO PERSONALIZADO;2020/07;43;7840;7840;0;0;2416
STRONGHOUSE - Força e condicionamento;2020/07;44;23464;16885;7093;0;0
FitsFort;2020/07;0;0;0;0;0;0
CrossFit Londrina;2020/07;51;7336;5979;2401;0;0
ARGO PERSONAL GYM;2020/07;107;26195;32987;2677;0;29805
CrossFit Vento Norte;2020/07;122;68804;69272;468;0;0
Bootcamp City;2020/07;65;8748;20790;0;9720;4277
Vibe Fit;2020/07;261;8177;12167;4280;4554;13757
Academia Xandu;2020/07;53;11415;7690;105;0;0
KVRAGYM;2020/07;47;4615;7330;5216;0;0
High Pulse - Cascavel;2020/07;80;13463;13598;1883;6718;27426
THE BASEMENT;2020/07;58;16919;17162;0;11885;0
Army Crossfit CLF;2020/07;303;258880;101498;64413;0;0
BLACK BROTHERS MMA SCHOOL;2020/07;21;5897;7108;2898;0;0
Maddock CrossFit;2020/07;60;27819;19289;8435;0;5319
Academia New Form;2020/07;277;22160;33054;16522;0;6965
CrossFit Teina;2020/07;92;53423;24195;8290;0;23007
Formula Fit;2020/07;7;0;0;0;0;1200
Academia SuperAção - Santa Felicidade;2020/07;829;12856;18188;8284;4254;505
Move Gym Curuçá;2020/07;182;7981;10779;8057;1030;2261
Escola de Dança DDance;2020/07;24;2292;3236;0;2931;0
CrossFit 889;2020/07;89;14924;16224;5725;0;0
KAFÉ CROSS TRAINING;2020/07;5;375;375;0;0;0
Academia Saúde & Fitness;2020/07;122;12548;12919;5024;3840;235
HB Sports;2020/07;369;15738;17405;7590;70;21494
CPBR;2020/07;82;14615;14615;0;0;0
CrossFit Rudge Ramos;2020/07;175;13600;23810;9898;6527;25893
ARENA GP;2020/07;32;189;1888;452;915;120
ARENA CROSS - Cross Trainning;2020/07;65;5543;5714;451;0;0
FER FITNESS CENTER;2020/07;93;15694;13431;4554;0;14524
TcPILATES PERDIZES;2020/07;72;21955;19186;12292;0;28175
Crossfit KM;2020/07;61;34287;19673;5333;1024;0
CROSS BY SCARELLI;2020/07;41;6847;6710;0;0;0
Ayran Pilates;2020/07;38;8791;8181;0;5307;0
Box Beltrão;2020/07;92;14132;14040;1126;6766;0
Lusty Pole Dance;2020/07;43;4485;4734;349;3949;3304
One - Exercise and Health;2020/07;0;4818;4818;0;0;0
Mutuca Crossfit Copacabana;2020/07;71;19232;11312;576;5642;2776
Crossfit Implacável Leblon;2020/07;21;9885;8052;0;3378;18209
Gênesis Sports;2020/07;32;4424;3455;0;806;8027
REBEL CIRCUS;2020/07;29;5805;5935;996;0;4400
SevenFit Treinamento Físico Funcional;2020/07;35;8655;8453;0;7094;0
CF DARK RHINOS - UNIDADE BURITI;2020/07;63;10837;18532;5037;0;30704
CrossFit CTFJC;2020/07;86;14734;15246;0;6231;20561
Expertfit;2020/07;142;17347;20454;2160;4632;20362
Box Empreendedores Fit;2020/07;106;15437;34604;2958;1059;31105
Keep Fit Studio;2020/07;100;13541;13541;0;0;5201
CrossFit Tornado;2020/07;14;895;1080;0;511;0
3050 Moema;2020/07;15;5215;3484;918;1490;0
Cross Anamá;2020/07;33;2992;6921;1462;1299;5476
Apple Coach;2020/07;63;15690;16078;0;1388;0
Cross João Pinheiro;2020/07;81;8160;8160;0;0;0
CrossFit Ilha Irajá;2020/07;141;58338;27022;6457;11945;0
AFIT TREINAMENTO FUNCIONAL E MUSCULACAO;2020/07;29;12600;13027;0;0;0
VipCoach - Personal Trainer & Consultoria em Treinamento Des;2020/07;21;27200;27200;0;0;369
CrossFit Linhares;2020/07;73;9938;16184;9290;0;7663
Mutação Crossfit Divinópolis;2020/07;168;30727;33249;6567;659;36350
HUGO MUNHOZ PERSONAL TRAINER;2020/07;8;450;450;0;0;0
Olympus crossfit JP;2020/07;339;94329;68307;16403;0;0
BULLET BOX;2020/07;57;1979;3126;1752;157;0
BOX LIFE POA;2020/07;65;0;0;1998;0;0
LIFEX;2020/07;33;0;14664;14664;0;0
Usina Gym;2020/07;227;19762;17659;3359;5703;0
Studio Moovie Dance;2020/07;32;720;720;0;0;0
You Fitness JB;2020/07;340;2079;36090;31276;1635;0
Academia G2;2020/07;115;5158;6017;2551;0;0
FIT BROS BOX;2020/07;10;0;233;233;0;0
ACADEMIA LEVEL ONE;2020/07;194;12940;24739;13234;0;3200
CrossFit Cianorte;2020/07;78;20313;20313;0;0;0
Academia Mundo Fitness;2020/07;558;35143;43057;1206;32146;16480
RTF Aqua;2020/07;64;8322;8422;0;100;406
O SEU TREINO;2020/07;11;711;509;0;509;0
Crossfit Tribull;2020/07;107;18384;26166;6735;12856;14632
Nine Treinamento Fisico Funcional LTDA - ME;2020/07;510;75759;80265;4226;61512;73735
MOVE IN BOX;2020/07;0;0;0;0;0;0
CROSSFIT J4;2020/07;29;1757;713;357;0;0
Studio V;2020/07;7;6870;5591;1441;0;5506
Crossfit Tório;2020/07;30;2233;5655;3182;0;0
Crossfit Panamby;2020/07;55;22000;19383;0;8680;0
crossfit canto do forte;2020/07;72;11259;5128;0;2353;1290
React Fitness Center;2020/07;76;9516;11511;484;7382;9998
TcPILATES CURSOS;2020/07;7;55124;45739;29777;0;10184
TcPILATES SANTANA;2020/07;100;22574;34314;12397;0;38469
