"CO_ISIC_CLASSE";"NO_ISIC_CLASSE";"NO_ISIC_CLASSE_ING";"NO_ISIC_CLASSE_ESP";"CO_ISIC_GRUPO";"NO_ISIC_GRUPO";"NO_ISIC_GRUPO_ING";"NO_ISIC_GRUPO_ESP";"CO_ISIC_DIVISAO";"NO_ISIC_DIVISAO";"NO_ISIC_DIVISAO_ING";"NO_ISIC_DIVISAO_ESP";"CO_ISIC_SECAO";"NO_ISIC_SECAO";"NO_ISIC_SECAO_ING";"NO_ISIC_SECAO_ESP" 
"3520";"Fabricação de gás; distribuição de combustíveis gasosos através de rede";"Manufacture of gas; distribution of gaseous fuels through mains";"Fabricação de gás; distribuição de combustíveis gasosos através de rede";"352";"Fabricação de gás; distribuição de combustíveis gasosos através da rede";"Manufacture of gas; distribution of gaseous fuels through mains";"Fabricação de gás; distribuição de combustíveis gasosos através da rede";"35";"Fornecimento de eletricidade, gás, vapor e ar condicionado";"Electricity, gas, steam and air conditioning supply";"Fornecimento de eletricidade, gás, vapor e ar condicionado";"D";"Outros Produtos";"Other products";"Outros Produtos"
"3530";"Fornecimento de vapor e ar condicionado";"Steam and air conditioning supply";"Fornecimento de vapor e ar condicionado";"353";"Fornecimento de vapor e ar condicionado";"Steam and air conditioning supply";"Fornecimento de vapor e ar condicionado";"35";"Fornecimento de eletricidade, gás, vapor e ar condicionado";"Electricity, gas, steam and air conditioning supply";"Fornecimento de eletricidade, gás, vapor e ar condicionado";"D";"Outros Produtos";"Other products";"Outros Produtos"
"7740";"Locação de propriedade intelectual e produtos similares, exceto obras protegidas por direitos autorais";"Leasing of intellectual property and similar products, except copyrighted works";"Locação de propriedade intelectual e produtos similares, exceto obras protegidas por direitos autorais";"774";"Locação de propriedade intelectual e produtos similares, exceto obras protegidas por direitos autorais";"Leasing of intellectual property and similar products, except copyrighted works";"Locação de propriedade intelectual e produtos similares, exceto obras protegidas por direitos autorais";"77";"Atividades de aluguel e locação";"Rental and leasing activities";"Atividades de aluguel e locação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8530";"Ensino superior";"Higher education";"Ensino superior";"853";"Ensino superior";"Higher education";"Ensino superior";"85";"Educação";"Education";"Educação";"D";"Outros Produtos";"Other products";"Outros Produtos"
"0230";"Coleta de produtos florestais não madeireiros";"Gathering of non-wood forest products";"Coleta de produtos florestais não madeireiros";"023";"Recolha de produtos florestais não madeireiros";"Gathering of non-wood forest products";"Recolha de produtos florestais não madeireiros";"02";"Silvicultura e exploração madeireira";"Forestry and logging";"Silvicultura e exploração madeireira";"A";"Agropecuária";"Agriculture, forestry and fishing";"Agropecuária"
"0610";"Extração de petróleo bruto";"Extraction of crude petroleum";"Extração de petróleo bruto";"061";"Extração de petróleo bruto";"Extraction of crude petroleum";"Extração de petróleo bruto";"06";"Extração de petróleo bruto e gás natural";"Extraction of crude petroleum and natural gas";"Extração de petróleo bruto e gás natural";"B";"Indústria Extrativa";"Mining and quarrying";"Indústria Extrativa"
"0620";"Extração de gás natural";"Extraction of natural gas";"Extração de gás natural";"062";"Extração de gás natural";"Extraction of natural gas";"Extração de gás natural";"06";"Extração de petróleo bruto e gás natural";"Extraction of crude petroleum and natural gas";"Extração de petróleo bruto e gás natural";"B";"Indústria Extrativa";"Mining and quarrying";"Indústria Extrativa"
"4730";"Comércio varejista de combustível para automóveis em estabelecimentos especializados";"Retail sale of automotive fuel in specialized stores";"Comércio varejista de combustível para automóveis em estabelecimentos especializados";"473";"Comércio varejista de combustível para automóveis em estabelecimentos especializados";"Retail sale of automotive fuel in specialized stores";"Comércio varejista de combustível para automóveis em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5012";"Transporte marítimo e costeiro de transporte de água";"Sea and coastal freight water transport";"Transporte marítimo e costeiro de transporte de água";"501";"Transporte marítimo e costeiro";"Sea and coastal water transport";"Transporte marítimo e costeiro";"50";"Transporte de água";"Water transport";"Transporte de água";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5011";"Transporte marítimo e costeiro de passageiros";"Sea and coastal passenger water transport";"Transporte marítimo e costeiro de passageiros";"501";"Transporte marítimo e costeiro";"Sea and coastal water transport";"Transporte marítimo e costeiro";"50";"Transporte de água";"Water transport";"Transporte de água";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6820";"Atividades imobiliárias com base em honorários ou contratos";"Real estate activities on a fee or contract basis";"Atividades imobiliárias com base em honorários ou contratos";"682";"Atividades imobiliárias com base em honorários ou contratos";"Real estate activities on a fee or contract basis";"Atividades imobiliárias com base em honorários ou contratos";"68";"Atividades imobiliárias";"Real estate activities";"Atividades imobiliárias";"D";"Outros Produtos";"Other products";"Outros Produtos"
"7010";"Atividades das matrizes";"Activities of head offices";"Atividades das matrizes";"701";"Atividades das matrizes";"Activities of head offices";"Atividades das matrizes";"70";"Atividades de matrizes; atividades de consultoria em gestão";"Activities of head offices; management consultancy activities";"Atividades de matrizes; atividades de consultoria em gestão";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8710";"Instalações de cuidados de enfermagem residenciais";"Residential nursing care facilities";"Instalações de cuidados de enfermagem residenciais";"871";"Instalações de cuidados de enfermagem residenciais";"Residential nursing care facilities";"Instalações de cuidados de enfermagem residenciais";"87";"Atividades de cuidados residenciais";"Residential care activities";"Atividades de cuidados residenciais";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5120";"Transporte aéreo de carga";"Freight air transport";"Transporte aéreo de carga";"512";"Transporte aéreo de carga";"Freight air transport";"Transporte aéreo de carga";"51";"Transporte aéreo";"Air transport";"Transporte aéreo";"D";"Outros Produtos";"Other products";"Outros Produtos"
"5820";"Publicação de software";"Software publishing";"Publicação de software";"582";"Publicação de software";"Software publishing";"Publicação de software";"58";"Atividades de edição";"Publishing activities";"Atividades de edição";"D";"Outros Produtos";"Other products";"Outros Produtos"
"2310";"Fabricação de produtos de vidro e vidro";"Manufacture of glass and glass products";"Fabricação de produtos de vidro e vidro";"231";"Fabricação de produtos de vidro e vidro";"Manufacture of glass and glass products";"Fabricação de produtos de vidro e vidro";"23";"Fabricação de outros produtos minerais não metálicos";"Manufacture of other non-metallic mineral products";"Fabricação de outros produtos minerais não metálicos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"3320";"Instalação de máquinas e equipamentos industriais";"Installation of industrial machinery and equipment";"Instalação de máquinas e equipamentos industriais";"332";"Instalação de máquinas e equipamentos industriais";"Installation of industrial machinery and equipment";"Instalação de máquinas e equipamentos industriais";"33";"Reparação e instalação de máquinas e equipamentos";"Repair and installation of machinery and equipment";"Reparação e instalação de máquinas e equipamentos";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"8610";"Atividades hospitalares";"Hospital activities";"Atividades hospitalares";"861";"Atividades hospitalares";"Hospital activities";"Atividades hospitalares";"86";"Atividades de saúde humana";"Human health activities";"Atividades de saúde humana";"D";"Outros Produtos";"Other products";"Outros Produtos"
"8999";"Não classificado";"Not Classified";"Não classificado";"899";"Não classificado";"Not Classified";"Não classificado";"89";"Não classificado";"Not Classified";"Não classificado";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9529";"Reparação de outros bens pessoais e domésticos";"Repair of other personal and household goods";"Reparação de outros bens pessoais e domésticos";"952";"Reparação de bens pessoais e domésticos";"Repair of personal and household goods";"Reparação de bens pessoais e domésticos";"95";"Reparação de computadores e bens de uso pessoal e doméstico";"Repair of computers and personal and household goods";"Reparação de computadores e bens de uso pessoal e doméstico";"D";"Outros Produtos";"Other products";"Outros Produtos"
"9524";"Reparação de móveis e artigos de decoração";"Repair of furniture and home furnishings";"Reparação de móveis e artigos de decoração";"952";"Reparação de bens pessoais e domésticos";"Repair of personal and household goods";"Reparação de bens pessoais e domésticos";"95";"Reparação de computadores e bens de uso pessoal e doméstico";"Repair of computers and personal and household goods";"Reparação de computadores e bens de uso pessoal e doméstico";"D";"Outros Produtos";"Other products";"Outros Produtos"
